Episode,sum_rewwards,loss,entropy,paso_episodio,c_exploracion,p_exploracion,c_explotacion,p_explotacion,duration
0.0,41.0,0.0,0.0,41.0,36.0,0.8780487804878049,5.0,0.12195121951219512,41.0
1.0,35.0,0.0,0.0,35.0,29.0,0.8285714285714286,6.0,0.17142857142857143,35.0
2.0,27.0,0.0,0.0,27.0,25.0,0.9259259259259259,2.0,0.07407407407407407,27.0
3.0,16.0,0.0,0.0,16.0,14.0,0.875,2.0,0.125,16.0
4.0,10.0,1.0585401058197021,4.859812404361671,10.0,7.0,0.7,3.0,0.3,10.0
5.0,12.0,5.868754595518112,4.948759890378168,12.0,11.0,0.9166666666666666,1.0,0.08333333333333333,12.0
6.0,25.0,9.930912792682648,5.111987788356544,25.0,23.0,0.92,2.0,0.08,25.0
7.0,14.0,4.546523243188858,5.192956850890212,14.0,13.0,0.9285714285714286,1.0,0.07142857142857142,14.0
8.0,21.0,5.5518351793289185,5.303304908059076,21.0,15.0,0.7142857142857143,6.0,0.2857142857142857,21.0
9.0,16.0,3.3576496988534927,5.379897353540459,16.0,11.0,0.6875,5.0,0.3125,16.0
10.0,14.0,2.4115780889987946,5.442417710521792,14.0,10.0,0.7142857142857143,4.0,0.2857142857142857,14.0
11.0,10.0,1.4664525240659714,5.484796933490656,10.0,5.0,0.5,5.0,0.5,10.0
12.0,16.0,2.0484352856874466,5.549076084895219,16.0,12.0,0.75,4.0,0.25,16.0
13.0,13.0,1.3192541152238846,5.598421958998376,13.0,8.0,0.6153846153846154,5.0,0.38461538461538464,13.0
14.0,13.0,1.179698757827282,5.645446897643238,13.0,10.0,0.7692307692307693,3.0,0.23076923076923078,13.0
15.0,29.0,2.266816608607769,5.743003187809482,29.0,23.0,0.7931034482758621,6.0,0.20689655172413793,29.0
16.0,26.0,1.8375988639891148,5.823045895483018,26.0,15.0,0.5769230769230769,11.0,0.4230769230769231,26.0
17.0,29.0,1.7406101301312447,5.90536184805457,29.0,21.0,0.7241379310344828,8.0,0.27586206896551724,29.0
18.0,17.0,0.8300264999270439,5.950642552587727,17.0,10.0,0.5882352941176471,7.0,0.4117647058823529,17.0
19.0,13.0,0.6613635718822479,5.983936280687189,13.0,6.0,0.46153846153846156,7.0,0.5384615384615384,13.0
20.0,18.0,0.9549700729548931,6.028278520230696,18.0,11.0,0.6111111111111112,7.0,0.3888888888888889,18.0
21.0,11.0,0.5139250569045544,6.054439346269367,11.0,5.0,0.45454545454545453,6.0,0.5454545454545454,11.0
22.0,17.0,0.8853874653577805,6.0935697700451374,17.0,12.0,0.7058823529411765,5.0,0.29411764705882354,17.0
23.0,27.0,1.419759627431631,6.152732694704107,27.0,17.0,0.6296296296296297,10.0,0.37037037037037035,27.0
24.0,9.0,0.4639034979045391,6.171700597410913,9.0,3.0,0.3333333333333333,6.0,0.6666666666666666,9.0
25.0,12.0,0.6272156108170748,6.1964441277945195,12.0,10.0,0.8333333333333334,2.0,0.16666666666666666,12.0
26.0,15.0,0.7735281232744455,6.226536669287465,15.0,6.0,0.4,9.0,0.6,15.0
27.0,11.0,0.5706212725490332,6.248042874508428,11.0,4.0,0.36363636363636365,7.0,0.6363636363636364,11.0
28.0,13.0,0.7542500011622906,6.272877006546167,13.0,5.0,0.38461538461538464,8.0,0.6153846153846154,13.0
29.0,12.0,0.8146372511982918,6.295266001439646,12.0,8.0,0.6666666666666666,4.0,0.3333333333333333,12.0
30.0,12.0,0.7026895210146904,6.317164686747284,12.0,7.0,0.5833333333333334,5.0,0.4166666666666667,12.0
31.0,15.0,0.9065085556358099,6.343880434126331,15.0,6.0,0.4,9.0,0.6,15.0
32.0,9.0,0.5776978805661201,6.359573868672378,9.0,1.0,0.1111111111111111,8.0,0.8888888888888888,9.0
33.0,21.0,1.4071440063416958,6.39526159811545,21.0,16.0,0.7619047619047619,5.0,0.23809523809523808,21.0
34.0,12.0,0.9507090374827385,6.415096959171597,12.0,3.0,0.25,9.0,0.75,12.0
35.0,12.0,0.8475429024547338,6.434546518787451,12.0,7.0,0.5833333333333334,5.0,0.4166666666666667,12.0
36.0,10.0,0.6795432008802891,6.450470422144175,10.0,5.0,0.5,5.0,0.5,10.0
37.0,13.0,1.0260281562805176,6.470799503782603,13.0,3.0,0.23076923076923078,10.0,0.7692307692307693,13.0
38.0,11.0,0.9347804263234138,6.487684018484611,11.0,6.0,0.5454545454545454,5.0,0.45454545454545453,11.0
39.0,10.0,0.7973934412002563,6.502790045915622,10.0,5.0,0.5,5.0,0.5,10.0
40.0,9.0,0.6096560843288898,6.516193076042965,9.0,6.0,0.6666666666666666,3.0,0.3333333333333333,9.0
41.0,15.0,1.3184706754982471,6.5381398237676684,15.0,10.0,0.6666666666666666,5.0,0.3333333333333333,15.0
42.0,15.0,1.226598385721445,6.559615237493241,15.0,8.0,0.5333333333333333,7.0,0.4666666666666667,15.0
43.0,9.0,0.8684139922261238,6.572282542694008,9.0,7.0,0.7777777777777778,2.0,0.2222222222222222,9.0
44.0,12.0,0.9530303552746773,6.588926477533519,12.0,9.0,0.75,3.0,0.25,12.0
45.0,13.0,1.29167590290308,6.606650186198215,13.0,6.0,0.46153846153846156,7.0,0.5384615384615384,13.0
46.0,11.0,0.97596151009202,6.621405651764135,11.0,3.0,0.2727272727272727,8.0,0.7272727272727273,11.0
47.0,13.0,1.4328854158520699,6.638567789166519,13.0,5.0,0.38461538461538464,8.0,0.6153846153846154,13.0
48.0,14.0,1.2982098273932934,6.656726524178392,14.0,7.0,0.5,7.0,0.5,14.0
49.0,11.0,1.0799016132950783,6.670766320845875,11.0,6.0,0.5454545454545454,5.0,0.45454545454545453,11.0
50.0,13.0,1.4399694800376892,6.687108607866516,13.0,8.0,0.6153846153846154,5.0,0.38461538461538464,13.0
51.0,12.0,1.3336293157190084,6.70196036600254,12.0,8.0,0.6666666666666666,4.0,0.3333333333333333,12.0
52.0,13.0,1.415151722729206,6.717804695023691,13.0,6.0,0.46153846153846156,7.0,0.5384615384615384,13.0
53.0,12.0,1.3607294335961342,6.732210706467203,12.0,6.0,0.5,6.0,0.5,12.0
54.0,9.0,0.9846583418548107,6.742880635791905,9.0,3.0,0.3333333333333333,6.0,0.6666666666666666,9.0
55.0,12.0,1.350567765533924,6.756932389247552,12.0,6.0,0.5,6.0,0.5,12.0
56.0,15.0,2.003662109375,6.774223886357614,15.0,8.0,0.5333333333333333,7.0,0.4666666666666667,15.0
57.0,13.0,1.669259823858738,6.788971742992167,13.0,2.0,0.15384615384615385,11.0,0.8461538461538461,13.0
58.0,10.0,1.1324709877371788,6.800170068302201,10.0,1.0,0.1,9.0,0.9,10.0
59.0,14.0,1.822789154946804,6.8156399900743345,14.0,6.0,0.42857142857142855,8.0,0.5714285714285714,14.0
60.0,12.0,1.3921436592936516,6.828712071641683,12.0,3.0,0.25,9.0,0.75,12.0
61.0,14.0,1.9661417976021767,6.843749949006224,14.0,5.0,0.35714285714285715,9.0,0.6428571428571429,14.0
62.0,9.0,1.2304979264736176,6.853299093186076,9.0,4.0,0.4444444444444444,5.0,0.5555555555555556,9.0
63.0,9.0,1.1480335518717766,6.862757913051402,9.0,4.0,0.4444444444444444,5.0,0.5555555555555556,9.0
64.0,11.0,1.4436451569199562,6.874198495453296,11.0,6.0,0.5454545454545454,5.0,0.45454545454545453,11.0
65.0,20.0,2.8297128155827522,6.894670039433484,20.0,11.0,0.55,9.0,0.45,20.0
66.0,9.0,1.367395095527172,6.903747257584599,9.0,3.0,0.3333333333333333,6.0,0.6666666666666666,9.0
67.0,16.0,2.549309678375721,6.91968384984741,16.0,5.0,0.3125,11.0,0.6875,16.0
68.0,17.0,2.63754802942276,6.93634273583405,17.0,5.0,0.29411764705882354,12.0,0.7058823529411765,17.0
69.0,10.0,1.583535823971033,6.946013991099227,10.0,2.0,0.2,8.0,0.8,10.0
70.0,13.0,2.518916942179203,6.958448393297656,13.0,5.0,0.38461538461538464,8.0,0.6153846153846154,13.0
71.0,13.0,2.168611630797386,6.970730078143527,13.0,3.0,0.23076923076923078,10.0,0.7692307692307693,13.0
72.0,9.0,1.6047290116548538,6.979145275068809,9.0,2.0,0.2222222222222222,7.0,0.7777777777777778,9.0
73.0,12.0,2.39627568423748,6.99025650049388,12.0,1.0,0.08333333333333333,11.0,0.9166666666666666,12.0
74.0,10.0,1.4702028334140778,6.999422467507962,10.0,4.0,0.4,6.0,0.6,10.0
75.0,14.0,2.3722225427627563,7.012115294306381,14.0,2.0,0.14285714285714285,12.0,0.8571428571428571,14.0
76.0,11.0,2.2025362253189087,7.021976423072161,11.0,5.0,0.45454545454545453,6.0,0.5454545454545454,11.0
77.0,13.0,2.5955168083310127,7.033506484287695,13.0,4.0,0.3076923076923077,9.0,0.6923076923076923,13.0
78.0,14.0,2.8089331537485123,7.045776576879511,14.0,3.0,0.21428571428571427,11.0,0.7857142857142857,14.0
79.0,13.0,2.1057329550385475,7.057036981697891,13.0,4.0,0.3076923076923077,9.0,0.6923076923076923,13.0
